moisture,temperature,ec,pH,nitrogen,phosphorous,potassium,growth_stages,urea_status,nps_status,urea_dose,nps_dose
36.5,24.8,0.385,4.7,18.6,4.2,5.4,Flowering,Balanced,Balanced,0.0,0.0
29.6,34.3,0.372,4.8,17.4,5.4,7.2,Flowering,Balanced,Balanced,0.0,0.0
42.5,29.0,0.572,5.1,24.6,5.4,8.4,Flowering,Balanced,Balanced,0.0,0.0
41.4,32.7,0.218,3.4,31.8,1.8,7.8,Flowering,Balanced,Deficient,0.0,0.005
27.8,31.1,0.254,6.8,42.6,3.6,3.0,Flowering,Balanced,Deficient,0.0,2.081
29.9,26.1,0.107,5.2,10.2,5.4,1.8,Flowering,Deficient,Balanced,3.288,0.0
32.2,32.6,0.284,4.1,13.8,0.6,3.6,Flowering,Deficient,Deficient,0.036,0.16
43.2,29.8,0.454,7.4,25.8,6.0,6.6,Flowering,Balanced,Balanced,0.0,0.0
25.2,27.5,0.541,5.1,31.2,2.4,7.2,Flowering,Balanced,Deficient,0.0,1.395
,27.5,0.151,8.2,28.2,4.8,10.2,Flowering,Balanced,Balanced,0.0,0.0
33.9,28.2,0.422,7.4,17.4,2.4,6.0,Flowering,Balanced,Deficient,0.0,3.582
34.6,34.6,0.638,8.1,4.8,4.2,6.6,Flowering,Deficient,Balanced,1.077,0.0
35.3,34.8,0.468,3.9,33.6,3.0,5.4,Flowering,Balanced,Deficient,0.0,0.022
36.2,32.0,0.274,5.9,0.6,4.8,11.4,Flowering,Deficient,Balanced,18.359,0.0
41.2,28.7,0.505,7.0,0.6,3.0,4.8,Flowering,Deficient,Deficient,14.919,3.531
30.9,33.8,0.115,6.8,33.0,6.0,9.0,Flowering,Balanced,Balanced,0.0,0.0
41.5,29.8,0.313,7.6,4.2,1.8,4.2,Flowering,Deficient,Deficient,3.56,3.657
27.6,28.0,0.272,4.8,7.2,4.2,8.4,Flowering,Deficient,Balanced,2.229,0.0
28.4,34.3,0.463,6.8,19.2,0.0,11.4,Flowering,Balanced,Deficient,0.0,14.707
36.0,25.3,0.444,7.6,6.0,5.4,2.4,Flowering,Deficient,Balanced,4.12,0.0
29.5,33.6,0.397,5.5,0.6,1.8,4.2,Flowering,Deficient,Deficient,10.132,4.186
31.0,33.6,0.238,3.8,37.2,1.2,7.2,Flowering,Balanced,Deficient,0.0,0.041
41.1,24.7,0.152,5.4,11.4,5.4,9.0,Flowering,Deficient,Balanced,3.498,0.0
34.4,25.0,0.301,3.7,30.6,4.2,11.4,Flowering,Balanced,Balanced,0.0,0.0
40.9,24.2,0.379,4.4,41.4,1.2,1.2,Flowering,Balanced,Deficient,0.0,0.369
39.4,32.2,0.186,4.7,24.6,6.0,9.6,Flowering,Balanced,Balanced,0.0,0.0
40.9,34.3,0.684,7.6,30.0,3.6,4.2,Flowering,Balanced,Deficient,0.0,0.74
40.4,32.9,0.113,4.2,10.2,0.0,10.2,Flowering,Deficient,Deficient,0.238,0.284
25.5,29.5,0.659,7.1,45.0,4.2,4.2,Flowering,Balanced,Balanced,0.0,0.0
36.5,25.8,0.108,5.7,15.0,4.8,10.2,Flowering,Deficient,Balanced,1.298,0.0
43.9,32.9,0.394,8.5,39.0,4.8,0.6,Flowering,Balanced,Balanced,0.0,0.0
40.9,25.0,0.83,8.2,3.6,3.6,3.0,Flowering,Deficient,Deficient,0.704,0.187
38.5,27.4,0.42,4.2,19.2,4.2,7.2,Flowering,Balanced,Balanced,0.0,0.0
42.6,27.0,0.054,4.2,11.4,4.2,1.8,Flowering,Deficient,Balanced,0.29,0.0
32.3,29.8,0.566,8.1,41.4,3.0,6.6,Flowering,Balanced,Deficient,0.0,0.567
,,,,,,,Flowering,Balanced,Balanced,0.0,0.0
52.2,25.4,1.459,3.8,4.8,1.2,2.4,Fruiting,Deficient,Deficient,0.021,0.056
45.2,16.9,0.062,6.4,3.0,3.6,1.8,Fruiting,Deficient,Deficient,1.76,20.175
67.2,20.6,0.634,9.0,4.2,0.6,34.8,Fruiting,Balanced,Deficient,0.0,0.207
65.7,21.9,0.908,7.3,4.2,4.8,44.4,Fruiting,Deficient,Deficient,0.377,6.679
48.9,15.6,0.837,4.3,3.6,4.8,12.0,Fruiting,Deficient,Deficient,0.242,0.259
60.7,18.7,0.976,7.8,0.0,1.8,43.2,Fruiting,Balanced,Deficient,0.0,5.29
74.8,16.6,1.259,5.2,4.8,1.2,9.0,Fruiting,Balanced,Deficient,0.0,4.975
57.2,16.9,1.474,3.7,0.6,6.0,26.4,Fruiting,Deficient,Deficient,0.054,0.012
71.8,19.7,0.095,5.2,1.8,0.0,0.0,Fruiting,Deficient,Deficient,0.272,9.507
51.1,16.6,0.819,3.8,1.8,1.8,24.6,Fruiting,Deficient,Deficient,0.072,0.072
76.4,19.6,1.216,3.1,4.2,0.6,38.4,Fruiting,Deficient,Deficient,0.003,0.002
70.4,17.0,1.111,7.8,6.0,6.0,31.2,Fruiting,Balanced,Deficient,0.0,1.743
80.6,15.7,0.852,6.8,5.4,4.2,6.0,Fruiting,Balanced,Deficient,0.0,12.348
65.6,22.2,0.195,5.0,3.6,4.2,14.4,Fruiting,Deficient,Deficient,0.996,2.94
72.5,23.3,0.093,7.5,1.8,4.8,24.6,Fruiting,Deficient,Deficient,1.462,6.867
67.4,20.3,0.263,8.4,4.8,6.0,10.8,Fruiting,Balanced,Deficient,0.0,0.557
84.8,17.6,1.427,4.0,1.8,1.8,13.8,Fruiting,Deficient,Deficient,0.091,0.117
82.5,18.9,1.157,3.7,5.4,3.6,21.0,Fruiting,Deficient,Deficient,0.021,0.029
45.3,16.1,1.416,7.9,0.6,0.6,42.0,Fruiting,Balanced,Deficient,0.0,3.987
63.2,23.8,0.542,3.8,1.2,0.6,30.0,Fruiting,Deficient,Deficient,0.083,0.096
48.5,23.8,1.356,5.4,3.0,4.8,8.4,Fruiting,Deficient,Deficient,1.366,3.37
80.0,21.1,0.617,,4.2,3.6,45.0,Fruiting,Balanced,Deficient,0.0,16.822
83.9,23.4,0.941,7.2,3.0,1.8,38.4,Fruiting,Balanced,Deficient,0.0,13.741
46.8,17.8,0.492,4.3,2.4,0.6,6.6,Fruiting,Deficient,Deficient,0.213,0.66
78.7,18.7,0.051,4.3,1.8,4.2,36.0,Fruiting,Deficient,Deficient,0.441,0.405
45.3,25.3,0.22,7.8,4.2,3.6,44.4,Fruiting,Balanced,Deficient,0.0,5.18
82.2,25.0,0.28,4.8,3.0,0.0,19.8,Fruiting,Deficient,Deficient,0.144,3.517
73.8,23.8,0.763,6.1,2.4,0.6,37.2,Fruiting,Balanced,Deficient,0.0,22.88
81.2,18.3,1.246,7.4,4.8,1.8,34.2,Fruiting,Balanced,Deficient,0.0,9.123
78.8,18.6,0.815,6.9,0.0,4.8,27.0,Fruiting,Deficient,Deficient,5.388,10.147
74.9,19.9,1.372,4.8,1.2,4.8,6.0,Fruiting,Deficient,Deficient,0.866,0.899
67.4,19.7,0.372,4.3,0.6,4.2,19.8,Fruiting,Deficient,Deficient,0.484,0.367
51.0,18.2,0.811,6.4,4.2,0.6,19.8,Fruiting,Balanced,Deficient,0.0,25.179
51.7,22.7,0.475,6.9,1.2,1.2,27.0,Fruiting,Balanced,Deficient,0.0,23.712
53.7,21.6,1.39,4.8,2.4,5.4,21.6,Fruiting,Deficient,Deficient,0.743,0.736
69.0,18.5,1.383,8.7,1.8,3.0,30.0,Fruiting,Balanced,Deficient,0.0,0.295
61.8,18.3,0.499,5.1,6.0,0.6,13.8,Fruiting,Balanced,Deficient,0.0,6.246
62.9,15.5,0.156,5.8,4.2,3.0,31.8,Fruiting,Balanced,Deficient,0.0,15.217
61.4,16.9,0.447,4.0,2.4,4.8,39.6,Fruiting,Deficient,Deficient,0.165,0.101
69.9,23.9,0.156,5.2,1.2,1.2,21.0,Fruiting,Deficient,Deficient,1.147,7.986
72.4,25.9,1.003,6.3,4.2,4.2,7.8,Fruiting,Deficient,Deficient,0.681,11.939
84.7,17.4,0.089,6.8,4.8,4.8,39.0,Fruiting,Deficient,Deficient,0.866,13.997
84.5,20.5,0.829,8.7,1.8,4.2,27.6,Fruiting,Balanced,Deficient,0.0,0.305
63.6,22.8,0.73,5.2,1.8,6.0,31.2,Fruiting,Deficient,Deficient,2.48,2.093
84.0,24.5,0.997,5.4,4.2,1.2,36.6,Fruiting,Balanced,Deficient,0.0,8.321
45.6,23.4,0.346,7.0,5.4,0.6,37.2,Fruiting,Balanced,Deficient,0.0,25.101
56.6,18.4,0.911,4.5,4.8,4.8,23.4,Fruiting,Deficient,Deficient,0.252,0.483
47.4,17.2,0.391,4.1,0.6,1.2,22.8,Fruiting,Deficient,Deficient,0.231,0.308
77.2,20.3,1.274,6.8,2.4,3.0,23.4,Fruiting,Deficient,Deficient,0.775,12.847
76.5,22.2,1.216,8.5,5.4,1.8,29.4,Fruiting,Balanced,Deficient,0.0,0.767
49.1,17.2,0.889,6.0,5.4,4.8,38.4,Fruiting,Deficient,Deficient,0.256,9.14
59.2,23.1,0.879,5.4,3.6,2.4,19.2,Fruiting,Deficient,Deficient,0.199,7.319
83.6,17.8,0.853,7.4,5.4,0.0,13.8,Fruiting,Balanced,Deficient,0.0,14.252
81.1,19.2,0.866,8.2,1.2,0.6,30.0,Fruiting,Balanced,Deficient,0.0,2.588
54.8,15.7,1.455,5.3,0.0,1.8,23.4,Fruiting,Deficient,Deficient,1.258,4.933
49.0,21.7,0.885,4.6,5.4,3.6,18.0,Fruiting,Deficient,Deficient,0.139,0.891
51.3,25.5,0.005,4.0,1.8,1.2,27.6,Fruiting,Deficient,Deficient,0.16,0.237
55.8,17.7,0.803,4.9,5.4,2.4,3.6,Fruiting,Balanced,Deficient,0.0,2.64
51.8,18.1,0.619,4.2,5.4,0.6,19.8,Fruiting,Deficient,Deficient,0.02,0.442
53.5,21.5,1.298,6.0,1.2,3.0,37.8,Fruiting,Deficient,Deficient,1.969,11.183
51.0,21.0,0.035,5.9,5.4,4.2,36.0,Fruiting,Balanced,Deficient,0.0,13.486
50.6,18.2,1.151,4.3,1.2,1.2,1.2,Fruiting,Deficient,Deficient,0.234,0.451
74.0,25.0,0.193,4.5,3.6,6.0,1.8,Fruiting,Deficient,Deficient,0.577,0.42
51.9,24.0,0.509,4.7,3.0,1.8,34.2,Fruiting,Deficient,Deficient,0.388,1.932
49.4,17.1,0.34,7.9,3.0,4.8,19.8,Fruiting,Deficient,Deficient,0.021,3.002
65.6,18.5,0.663,8.5,5.4,3.6,35.4,Fruiting,Balanced,Deficient,0.0,0.725
71.7,17.1,0.58,8.7,1.8,4.2,43.2,Fruiting,Balanced,Deficient,0.0,0.339
63.9,24.7,0.346,6.7,1.2,3.0,30.6,Fruiting,Deficient,Deficient,2.992,20.348
85.5,19.7,0.315,7.2,3.0,3.0,34.2,Fruiting,Balanced,Deficient,0.0,14.467
59.5,25.9,0.707,7.2,3.6,4.2,1.8,Fruiting,Deficient,Deficient,0.475,9.637
67.1,16.5,0.178,6.9,1.2,6.0,18.0,Fruiting,Deficient,Deficient,7.147,8.471
74.2,16.2,1.484,3.7,0.0,0.6,0.6,Fruiting,Deficient,Deficient,0.046,0.039
59.1,22.7,0.865,8.3,1.8,5.4,12.6,Fruiting,Deficient,Deficient,0.022,0.74
68.3,19.0,1.092,8.5,4.2,1.8,20.4,Fruiting,Balanced,Deficient,0.0,0.82
64.2,25.5,1.487,6.9,0.0,1.8,16.8,Fruiting,Deficient,Deficient,1.245,13.148
75.4,20.6,1.438,8.1,1.2,1.8,28.2,Fruiting,Balanced,Deficient,0.0,2.078
48.9,15.7,1.17,4.7,6.0,4.8,27.6,Fruiting,Deficient,Deficient,0.155,0.767
54.0,20.4,0.843,6.7,3.6,1.2,40.2,Fruiting,Balanced,Deficient,0.0,22.348
70.7,22.8,0.749,5.7,5.4,1.2,43.8,Fruiting,Balanced,Deficient,0.0,14.588
60.3,22.7,1.2,6.1,1.2,6.0,11.4,Fruiting,Deficient,Deficient,5.091,5.49
50.5,17.9,1.082,4.1,6.0,1.8,42.0,Fruiting,Deficient,Deficient,0.018,0.209
54.1,22.4,0.91,7.0,0.6,5.4,18.0,Fruiting,Deficient,Deficient,4.737,7.494
57.0,20.0,0.903,5.9,3.0,3.6,30.0,Fruiting,Deficient,Deficient,1.307,11.195
71.2,25.7,0.787,5.5,4.8,1.2,30.6,Fruiting,Balanced,Deficient,0.0,10.828
49.3,17.2,0.953,8.7,0.6,4.8,31.2,Fruiting,Balanced,Deficient,0.0,0.246
75.4,18.0,0.336,7.9,2.4,4.8,4.8,Fruiting,Deficient,Deficient,0.137,3.006
81.7,15.6,1.092,7.6,4.8,2.4,18.0,Fruiting,Balanced,Deficient,0.0,6.585
70.8,21.1,1.176,6.2,0.6,4.8,22.2,Fruiting,Deficient,Deficient,4.651,8.951
74.4,25.2,0.529,3.9,1.8,0.0,39.0,Fruiting,Deficient,Deficient,0.094,0.157
71.3,22.5,0.098,8.8,5.4,2.4,39.6,Fruiting,Balanced,Deficient,0.0,0.405
83.0,19.0,0.375,3.2,6.0,0.6,12.6,Fruiting,Deficient,Deficient,0.003,0.006
82.0,20.5,1.445,8.6,4.2,0.6,2.4,Fruiting,Balanced,Deficient,0.0,0.578
56.4,23.7,0.559,9.0,3.6,0.0,37.2,Fruiting,Balanced,Deficient,0.0,0.23
83.8,21.3,0.079,3.4,2.4,3.6,15.0,Fruiting,Deficient,Deficient,0.025,0.011
49.1,21.1,0.387,5.5,4.2,4.2,40.2,Fruiting,Deficient,Deficient,1.005,7.327
62.4,18.5,0.596,7.2,4.2,4.8,0.6,Fruiting,Deficient,Deficient,0.634,8.61
81.7,19.0,0.889,5.2,2.4,3.6,39.6,Fruiting,Deficient,Deficient,1.223,3.987
50.7,23.2,1.051,5.3,2.4,5.4,15.0,Fruiting,Deficient,Deficient,1.953,2.758
83.4,19.1,0.454,4.3,1.8,2.4,31.8,Fruiting,Deficient,Deficient,0.322,0.513
49.0,21.3,1.381,3.2,4.2,4.2,34.2,Fruiting,Deficient,Deficient,0.005,0.002
50.3,17.2,0.414,3.2,0.0,5.4,6.6,Flowering,Deficient,Balanced,0.027,0.0
59.7,19.2,0.177,6.6,4.8,5.4,21.6,Flowering,Deficient,Balanced,17.121,0.0
76.3,21.2,1.332,5.6,0.0,2.4,40.8,Flowering,Deficient,Deficient,7.986,2.336
64.6,19.0,1.347,6.1,0.6,0.6,30.0,Flowering,Deficient,Deficient,9.536,7.814
56.6,21.2,1.114,4.3,3.6,1.2,12.0,Flowering,Deficient,Deficient,0.575,0.191
70.1,17.4,0.327,5.8,3.0,4.8,32.4,Flowering,Deficient,Balanced,14.095,0.0
77.1,16.2,0.09,4.8,1.8,0.6,4.8,Flowering,Deficient,Deficient,3.104,1.594
74.9,16.5,0.541,7.1,0.0,0.6,27.0,Flowering,Deficient,Deficient,10.907,9.89
73.7,19.0,0.131,5.5,3.0,1.2,1.2,Flowering,Deficient,Deficient,8.58,5.73
45.7,25.3,0.053,4.0,4.8,4.2,8.4,Flowering,Deficient,Balanced,0.379,0.0
63.5,17.0,0.327,6.0,4.8,1.2,10.2,Flowering,Deficient,Deficient,10.129,9.676
68.0,24.8,1.12,7.8,3.0,4.8,9.0,Flowering,Deficient,Balanced,2.414,0.0
78.2,20.2,1.23,6.7,3.6,0.6,33.6,Flowering,Deficient,Deficient,7.899,9.176
73.4,22.5,1.491,8.9,4.2,0.6,11.4,Flowering,Balanced,Deficient,0.0,0.09
53.1,23.4,0.482,8.8,1.2,1.2,27.6,Flowering,Deficient,Deficient,0.019,0.179
45.6,23.2,1.249,5.6,6.0,4.2,23.4,Flowering,Deficient,Balanced,5.921,0.0
68.4,20.0,0.029,4.4,5.4,1.8,16.8,Flowering,Deficient,Deficient,0.989,0.327
52.7,17.7,1.189,6.5,0.6,4.8,33.6,Flowering,Deficient,Balanced,15.408,0.0
46.6,16.3,0.744,6.2,1.8,0.0,39.0,Flowering,Deficient,Deficient,11.324,13.135
63.3,25.5,0.964,6.0,1.8,5.4,39.6,Flowering,Deficient,Balanced,13.703,0.0
79.9,18.6,0.438,9.0,0.6,6.0,31.8,Flowering,Deficient,Balanced,0.037,0.0
64.1,24.5,0.379,7.3,2.4,1.2,22.2,Flowering,Deficient,Deficient,7.298,7.008
57.9,16.8,0.214,7.3,2.4,4.8,12.0,Flowering,Deficient,Balanced,10.765,0.0
69.5,24.3,0.71,9.0,0.6,3.6,15.0,Flowering,Deficient,Deficient,0.027,0.014
58.9,17.3,0.185,4.5,0.0,5.4,26.4,Flowering,Deficient,Balanced,2.073,0.0
65.1,19.9,0.324,4.0,2.4,4.2,22.2,Flowering,Deficient,Balanced,0.421,0.0
76.5,22.8,1.441,3.3,5.4,1.8,18.6,Flowering,Deficient,Deficient,0.016,0.002
80.6,22.4,0.141,4.5,1.8,2.4,36.0,Flowering,Deficient,Deficient,1.734,0.325
68.3,23.4,0.039,7.2,0.0,1.2,40.8,Flowering,Deficient,Deficient,11.879,8.762
48.6,21.8,1.332,8.1,3.0,1.2,17.4,Flowering,Deficient,Deficient,0.468,1.004
68.7,21.7,0.182,3.5,3.6,1.2,6.0,Flowering,Deficient,Deficient,0.069,0.011
70.4,23.6,0.186,4.4,4.2,3.0,31.2,Flowering,Deficient,Deficient,1.13,0.153
84.2,19.9,0.943,7.2,3.0,0.6,23.4,Flowering,Deficient,Deficient,5.887,7.498
76.8,25.0,0.843,7.5,4.8,3.0,39.0,Flowering,Deficient,Deficient,4.133,1.706
78.3,25.1,0.964,5.0,3.6,3.0,36.0,Flowering,Deficient,Deficient,3.24,0.606
63.4,26.0,1.064,6.3,1.2,3.0,17.4,Flowering,Deficient,Deficient,14.11,3.241
49.6,16.5,0.48,4.4,5.4,3.6,12.0,Flowering,Deficient,Deficient,0.945,0.066
78.3,15.2,0.28,6.2,4.2,4.8,2.4,Flowering,Deficient,Balanced,16.667,0.0
73.8,16.5,1.22,8.3,1.2,0.6,39.0,Flowering,Deficient,Deficient,0.221,0.757
,16.1,0.562,6.4,4.2,0.6,12.6,Flowering,Deficient,Deficient,10.497,12.894
61.4,19.4,0.476,4.5,2.4,3.0,10.2,Flowering,Deficient,Deficient,1.522,0.191
54.4,24.1,0.801,6.2,1.2,0.6,21.0,Flowering,Deficient,Deficient,12.485,10.953
74.7,19.4,0.095,8.0,2.4,5.4,7.8,Flowering,Deficient,Balanced,2.158,0.0
58.1,22.1,0.853,5.2,1.2,3.6,26.4,Flowering,Deficient,Deficient,5.992,0.472
49.5,20.9,1.326,7.8,3.6,6.0,7.8,Flowering,Deficient,Balanced,2.055,0.0
74.6,21.2,0.365,8.5,3.6,1.8,18.6,Flowering,Deficient,Deficient,0.136,0.406
53.9,16.9,1.489,3.5,1.8,0.6,27.6,Flowering,Deficient,Deficient,0.043,0.007
59.7,18.0,0.366,3.3,1.8,2.4,27.0,Flowering,Deficient,Deficient,0.036,0.002
79.1,20.9,1.358,5.2,5.4,2.4,36.6,Flowering,Deficient,Deficient,2.941,1.157
72.3,25.1,0.822,6.6,3.0,0.6,9.0,Flowering,Deficient,Deficient,10.751,11.549
62.7,18.2,0.238,5.3,0.6,5.4,24.0,Flowering,Deficient,Balanced,9.536,0.0
67.5,20.0,0.168,3.1,2.4,2.4,13.2,Flowering,Deficient,Deficient,0.016,0.001
50.2,23.1,1.492,5.9,1.2,6.0,39.0,Flowering,Deficient,Balanced,9.94,0.0
51.7,16.0,0.373,3.5,1.8,3.0,40.2,Flowering,Deficient,Deficient,0.078,0.004
66.3,21.6,0.708,4.6,0.6,0.6,15.6,Flowering,Deficient,Deficient,1.796,0.729
65.0,22.8,0.945,4.1,2.4,0.6,21.0,Flowering,Deficient,Deficient,0.391,0.122
53.5,15.1,1.453,6.6,1.8,3.0,24.6,Flowering,Deficient,Deficient,10.984,2.664
76.4,18.3,1.402,6.0,1.8,1.2,33.0,Flowering,Deficient,Deficient,8.372,5.857
78.8,24.4,0.451,7.2,3.6,3.6,10.2,Flowering,Deficient,Deficient,9.986,1.423
62.4,22.2,1.183,3.3,1.2,3.6,1.2,Flowering,Deficient,Deficient,0.027,0.001
60.5,17.5,0.606,4.8,1.8,0.0,44.4,Flowering,Deficient,Deficient,2.506,1.561
48.6,16.6,1.144,7.9,0.6,3.6,22.8,Flowering,Deficient,Deficient,2.0,0.33
73.5,23.8,0.81,4.1,6.0,3.0,33.0,Flowering,Deficient,Deficient,0.331,0.042
45.0,18.1,1.286,8.6,4.2,0.6,6.0,Flowering,Deficient,Deficient,0.004,0.293
54.3,17.2,1.329,3.7,3.0,3.6,40.8,Flowering,Deficient,Deficient,0.094,0.003
59.1,15.8,1.416,6.2,3.6,0.6,42.6,Flowering,Deficient,Deficient,7.068,7.922
50.9,15.8,1.38,7.8,3.6,1.2,37.2,Flowering,Deficient,Deficient,1.195,1.927
54.6,25.8,1.119,6.7,3.0,3.6,40.8,Flowering,Deficient,Deficient,12.385,1.5
83.5,20.9,1.137,6.1,4.8,4.2,7.8,Flowering,Deficient,Balanced,10.504,0.0
82.3,19.5,1.046,4.0,3.6,0.6,21.0,Flowering,Deficient,Deficient,0.251,0.079
73.4,22.2,0.263,4.6,4.2,4.2,38.4,Flowering,Deficient,Balanced,1.908,0.0
76.4,22.4,0.12,8.6,1.8,3.0,33.6,Flowering,Deficient,Deficient,0.182,0.156
77.8,16.8,0.878,5.3,4.2,6.0,40.8,Flowering,Deficient,Balanced,5.713,0.0
69.4,24.1,0.987,5.7,2.4,1.8,33.6,Flowering,Deficient,Deficient,8.424,4.318
53.1,23.1,0.498,8.1,0.6,0.0,33.6,Flowering,Deficient,Deficient,0.684,2.108
80.6,19.8,1.355,5.7,3.6,4.8,39.6,Flowering,Deficient,Balanced,7.635,0.0
50.6,18.3,1.29,4.5,4.2,5.4,10.2,Flowering,Deficient,Balanced,0.949,0.0
52.3,21.8,1.28,5.0,5.4,1.8,5.4,Flowering,Deficient,Deficient,2.098,1.05
77.5,18.4,1.372,6.5,3.6,0.6,11.4,Flowering,Deficient,Deficient,7.618,8.725
72.7,20.7,0.672,6.6,4.8,0.0,17.4,Flowering,Deficient,Deficient,8.366,14.419
51.7,,0.989,7.2,0.6,0.0,14.4,Flowering,Deficient,Deficient,6.834,8.571
76.4,17.1,1.314,3.8,3.0,2.4,35.4,Flowering,Deficient,Deficient,0.129,0.015
50.9,23.5,0.552,3.7,5.4,5.4,8.4,Flowering,Deficient,Balanced,0.114,0.0
50.8,25.5,0.91,7.6,2.4,3.0,30.0,Flowering,Deficient,Deficient,3.997,1.403
49.0,25.4,1.345,4.4,4.8,6.0,19.8,Flowering,Deficient,Balanced,0.678,0.0
69.2,17.5,0.109,7.1,0.6,3.0,41.4,Flowering,Deficient,Deficient,15.18,3.698
75.8,20.4,,3.0,3.0,4.2,2.4,Flowering,Deficient,Balanced,0.015,0.0
73.4,19.3,0.97,3.4,1.2,5.4,18.0,Flowering,Deficient,Balanced,0.044,0.0
46.1,23.3,0.694,7.4,2.4,2.4,36.6,Flowering,Deficient,Deficient,6.257,3.22
69.6,23.5,0.381,6.0,4.2,0.6,37.2,Flowering,Deficient,Deficient,9.87,11.432
72.9,24.6,0.465,7.8,0.6,2.4,16.8,Flowering,Deficient,Deficient,3.092,1.773
74.2,22.8,0.566,7.7,5.4,0.0,19.2,Flowering,Deficient,Deficient,1.259,4.925
74.5,24.7,0.108,7.4,4.2,2.4,30.6,Flowering,Deficient,Deficient,6.492,3.966
80.5,24.5,0.422,5.5,0.6,3.6,43.2,Flowering,Deficient,Deficient,11.357,0.965
59.0,19.3,0.16,8.2,4.8,4.8,34.8,Flowering,Deficient,Balanced,0.911,0.0
51.5,23.8,0.814,4.3,1.2,0.6,25.2,Flowering,Deficient,Deficient,0.791,0.266
57.8,20.1,1.092,3.9,1.8,4.8,8.4,Flowering,Deficient,Balanced,0.231,0.0
80.9,19.6,0.38,4.2,6.0,0.6,18.0,Flowering,Deficient,Deficient,0.461,0.223
70.3,19.9,0.052,3.5,0.6,3.6,6.0,Flowering,Deficient,Deficient,0.094,0.002
71.6,16.8,0.09,3.8,1.8,1.2,28.2,Flowering,Deficient,Deficient,0.231,0.043
81.9,15.7,0.75,4.4,5.4,4.8,17.4,Vegetative,Deficient,Balanced,1.795,0.0
82.9,16.9,1.218,4.3,1.2,5.4,27.0,Vegetative,Deficient,Balanced,1.297,0.0
52.8,24.6,0.912,7.7,0.6,0.6,0.0,Vegetative,Deficient,Deficient,5.591,3.623
54.5,23.9,0.066,7.0,0.0,1.8,15.6,Vegetative,Deficient,Deficient,30.106,8.353
46.9,15.8,0.252,6.2,2.4,4.2,6.0,Vegetative,Deficient,Balanced,35.383,0.0
70.4,18.4,0.842,3.1,4.2,3.6,27.6,Vegetative,Deficient,Balanced,0.022,0.0
59.8,24.3,0.518,8.9,4.8,0.6,30.6,Vegetative,Deficient,Deficient,0.026,0.147
76.0,24.4,1.162,5.2,1.8,2.4,44.4,Vegetative,Deficient,Deficient,8.601,1.292
47.6,25.1,0.18,8.2,5.4,3.6,4.8,Vegetative,Deficient,Deficient,1.669,0.239
71.1,22.7,0.225,7.9,5.4,5.4,4.8,Vegetative,Deficient,Balanced,4.502,0.0
85.5,16.9,1.337,8.1,0.0,3.6,27.6,Vegetative,Deficient,Deficient,1.767,0.186
55.9,25.7,0.618,4.8,3.6,6.0,10.2,Vegetative,Deficient,Balanced,5.241,0.0
72.9,25.4,0.766,6.8,2.4,3.6,3.6,Vegetative,Deficient,Deficient,27.357,1.713
53.0,18.5,1.212,8.4,0.0,3.0,32.4,Vegetative,Deficient,Deficient,0.602,0.184
81.8,17.4,1.474,7.5,5.4,4.2,37.2,Vegetative,Deficient,Balanced,6.719,0.0
79.3,20.4,1.117,3.1,3.6,4.2,37.2,Vegetative,Deficient,Balanced,0.02,0.0
53.7,19.7,0.649,7.4,3.0,6.0,15.6,Vegetative,Deficient,Balanced,13.816,0.0
72.4,21.1,0.296,7.6,5.4,4.8,30.0,Vegetative,Deficient,Balanced,9.457,0.0
71.0,15.9,0.352,3.4,4.2,4.8,24.6,Vegetative,Deficient,Balanced,0.089,0.0
77.5,21.9,0.472,3.5,3.6,4.2,24.0,Vegetative,Deficient,Balanced,0.128,0.0
81.2,19.3,0.801,4.0,1.2,1.8,19.2,Vegetative,Deficient,Deficient,0.645,0.059
52.7,22.6,0.762,4.9,2.4,0.6,26.4,Vegetative,Deficient,Deficient,5.678,1.618
51.1,24.7,0.945,5.4,4.2,1.2,19.2,Vegetative,Deficient,Deficient,10.998,3.546
84.5,22.3,1.35,3.7,5.4,4.2,4.2,Vegetative,Deficient,Balanced,0.159,0.0
86.1,19.9,0.189,5.7,3.0,6.0,24.6,Vegetative,Deficient,Balanced,25.093,0.0
60.3,15.1,0.083,8.3,4.8,4.2,24.0,Vegetative,Deficient,Balanced,1.307,0.0
85.4,25.8,0.688,4.7,3.6,4.2,30.0,Vegetative,Deficient,Balanced,4.102,0.0
48.6,25.2,0.924,8.8,4.8,0.6,27.0,Vegetative,Deficient,Deficient,0.044,0.178
54.2,25.3,1.001,7.0,1.2,4.2,34.2,Vegetative,Deficient,Balanced,22.35,0.0
54.0,18.3,0.413,6.7,0.0,3.0,8.4,Vegetative,Deficient,Deficient,35.442,4.304
66.3,25.4,1.345,3.1,4.8,0.6,25.8,Vegetative,Deficient,Deficient,0.016,0.001
86.8,20.6,0.077,5.8,1.2,3.0,42.6,Vegetative,Deficient,Deficient,29.132,3.372
71.6,21.2,1.323,6.8,1.2,2.4,42.6,Vegetative,Deficient,Deficient,20.409,4.121
67.2,21.5,1.309,6.0,3.0,3.6,2.4,Vegetative,Deficient,Deficient,19.048,1.146
74.8,20.2,0.105,4.1,4.2,6.0,24.0,Vegetative,Deficient,Balanced,1.038,0.0
